&	O	O
g	O	O
;	O	O
*	O	O
T	O	O
s	O	O
w	O	O
k	O	O
w	O	O
a	O	O
a	O	O
h	O	O
a	O	O
a	O	O
b	O	O
i	O	O
t	O	O
n	O	O
a	O	O
o	O	O
S	B-location	B-location
,	O	O
s	O	O
a	O	O
m	O	O
s	O	O
.	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
&	O	O
g	O	O
;	O	O
*	O	O
P	O	O
l	O	O
w	O	O
e	O	O
8	O	O
v	O	O
f	O	O
W	B-location	B-location
N	I-location	I-location
w	O	O
d	O	O
w	O	O
k	O	O
a	O	O
a	O	O
s	O	O
o	O	O
a	O	O
h	O	O
t	O	O
a	O	O
i	O	O
2	O	O
i	O	O
t	O	O
s	O	O
o	O	O
t	O	O
t	O	O
.	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
&	O	O
g	O	O
;	O	O
*	O	O
T	O	O
a	O	O
o	O	O
T	O	O
r	O	O
t	O	O
b	O	O
o	O	O
t	O	O
o	O	O
i	O	O
m	O	O
w	O	O
w	O	O
k	O	O
i	O	O
a	O	O
a	O	O
t	O	O
p	O	O
d	O	O
.	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
&	O	O
g	O	O
;	O	O
*	O	O
T	O	O
f	O	O
c	O	O
k	O	O
i	O	O
t	O	O
c	O	O
o	O	O
a	O	O
f	O	O
w	O	O
h	O	O
w	O	O
h	O	O
b	O	O
a	O	O
s	O	O
a	O	O
,	O	O
a	O	O
o	O	O
W	O	O
,	O	O
a	O	O
p	O	O
s	O	O
s	O	O
.	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
T	O	O
b	O	O
o	O	O
t	O	O
s	O	O
w	O	O
r	O	O
a	O	O
t	O	O
c	O	O
e	O	O
o	O	O
t	O	O
A	B-group	B-group
R	I-group	I-group
T	I-group	I-group
(	O	O
A	B-group	O
)	O	O
,	O	O
w	O	O
i	O	O
e	O	O
t	O	O
w	O	O
i	O	O
i	O	O
t	O	O
a	O	O
w	O	O
c	O	O
.	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
&	O	O
g	O	O
;	O	O
*	O	O
A	O	O
a	O	O
i	O	O
p	O	O
t	O	O
c	O	O
t	O	O
m	O	O
r	O	O
o	O	O
t	O	O
m	O	O
t	O	O
t	O	O
n	O	O
p	O	O
i	O	O
a	O	O
w	O	O
b	O	O
c	O	O
,	O	O
D	O	O
S	O	O
C	B-person	B-person
R	I-person	B-person
K	I-person	I-person
s	O	O
.	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
V	O	O
o	O	O
t	O	O
a	O	O
s	O	O
i	O	O
G	B-location	B-location
s	I-location	O
.	O	O
_	O	O
